iteration,timesteps,iteration_progress,opponent_index,opponent,probability,pool_size,uniform_probability,preference_ratio,opponent_age
2,320000,0.10666666666666667,1,H1,0.8,2,0.5,1.6,0
2,330000,0.11,0,Scr,0.2,2,0.5,0.4,
2,330000,0.11,1,H1,0.8,2,0.5,1.6,0
2,340000,0.11333333333333333,0,Scr,0.2,2,0.5,0.4,
2,340000,0.11333333333333333,1,H1,0.8,2,0.5,1.6,0
2,350000,0.11666666666666667,0,Scr,0.2,2,0.5,0.4,
2,350000,0.11666666666666667,1,H1,0.8,2,0.5,1.6,0
2,360000,0.12,0,Scr,0.2,2,0.5,0.4,
2,360000,0.12,1,H1,0.8,2,0.5,1.6,0
2,370000,0.12333333333333334,0,Scr,0.2,2,0.5,0.4,
2,370000,0.12333333333333334,1,H1,0.8,2,0.5,1.6,0
2,380000,0.12666666666666668,0,Scr,0.2,2,0.5,0.4,
2,380000,0.12666666666666668,1,H1,0.8,2,0.5,1.6,0
2,390000,0.13,0,Scr,0.2,2,0.5,0.4,
2,390000,0.13,1,H1,0.8,2,0.5,1.6,0
2,400000,0.13333333333333333,0,Scr,0.2,2,0.5,0.4,
2,400000,0.13333333333333333,1,H1,0.8,2,0.5,1.6,0
2,410000,0.13666666666666666,0,Scr,0.2,2,0.5,0.4,
2,410000,0.13666666666666666,1,H1,0.8,2,0.5,1.6,0
2,420000,0.14,0,Scr,0.2,2,0.5,0.4,
2,420000,0.14,1,H1,0.8,2,0.5,1.6,0
2,430000,0.14333333333333334,0,Scr,0.2,2,0.5,0.4,
2,430000,0.14333333333333334,1,H1,0.8,2,0.5,1.6,0
2,440000,0.14666666666666667,0,Scr,0.2,2,0.5,0.4,
2,440000,0.14666666666666667,1,H1,0.8,2,0.5,1.6,0
2,450000,0.15,0,Scr,0.2,2,0.5,0.4,
2,450000,0.15,1,H1,0.8,2,0.5,1.6,0
2,460000,0.15333333333333332,0,Scr,0.2,2,0.5,0.4,
2,460000,0.15333333333333332,1,H1,0.8,2,0.5,1.6,0
2,470000,0.15666666666666668,0,Scr,0.2,2,0.5,0.4,
2,470000,0.15666666666666668,1,H1,0.8,2,0.5,1.6,0
2,480000,0.16,0,Scr,0.2,2,0.5,0.4,
2,480000,0.16,1,H1,0.8,2,0.5,1.6,0
2,490000,0.16333333333333333,0,Scr,0.2,2,0.5,0.4,
2,490000,0.16333333333333333,1,H1,0.8,2,0.5,1.6,0
2,500000,0.16666666666666666,0,Scr,0.2,2,0.5,0.4,
2,500000,0.16666666666666666,1,H1,0.8,2,0.5,1.6,0
2,510000,0.17,0,Scr,0.2,2,0.5,0.4,
2,510000,0.17,1,H1,0.8,2,0.5,1.6,0
2,520000,0.17333333333333334,0,Scr,0.2,2,0.5,0.4,
2,520000,0.17333333333333334,1,H1,0.8,2,0.5,1.6,0
2,530000,0.17666666666666667,0,Scr,0.2,2,0.5,0.4,
2,530000,0.17666666666666667,1,H1,0.8,2,0.5,1.6,0
2,540000,0.18,0,Scr,0.2,2,0.5,0.4,
2,540000,0.18,1,H1,0.8,2,0.5,1.6,0
2,550000,0.18333333333333332,0,Scr,0.2,2,0.5,0.4,
2,550000,0.18333333333333332,1,H1,0.8,2,0.5,1.6,0
2,560000,0.18666666666666668,0,Scr,0.2,2,0.5,0.4,
2,560000,0.18666666666666668,1,H1,0.8,2,0.5,1.6,0
2,570000,0.19,0,Scr,0.2,2,0.5,0.4,
2,570000,0.19,1,H1,0.8,2,0.5,1.6,0
2,580000,0.19333333333333333,0,Scr,0.2,2,0.5,0.4,
2,580000,0.19333333333333333,1,H1,0.8,2,0.5,1.6,0
2,590000,0.19666666666666666,0,Scr,0.2,2,0.5,0.4,
2,590000,0.19666666666666666,1,H1,0.8,2,0.5,1.6,0
2,600000,0.2,0,Scr,0.2,2,0.5,0.4,
2,600000,0.2,1,H1,0.8,2,0.5,1.6,0
2,610000,0.20333333333333334,0,Scr,0.2,2,0.5,0.4,
2,610000,0.20333333333333334,1,H1,0.8,2,0.5,1.6,0
2,620000,0.20666666666666667,0,Scr,0.2,2,0.5,0.4,
2,620000,0.20666666666666667,1,H1,0.8,2,0.5,1.6,0
2,630000,0.21,0,Scr,0.2,2,0.5,0.4,
2,630000,0.21,1,H1,0.8,2,0.5,1.6,0
2,640000,0.21333333333333335,0,Scr,0.2,2,0.5,0.4,
2,640000,0.21333333333333335,1,H1,0.8,2,0.5,1.6,0
2,650000,0.21666666666666667,0,Scr,0.2,2,0.5,0.4,
2,650000,0.21666666666666667,1,H1,0.8,2,0.5,1.6,0
2,660000,0.22,0,Scr,0.2,2,0.5,0.4,
2,660000,0.22,1,H1,0.8,2,0.5,1.6,0
2,670000,0.22333333333333333,0,Scr,0.2,2,0.5,0.4,
2,670000,0.22333333333333333,1,H1,0.8,2,0.5,1.6,0
2,680000,0.22666666666666666,0,Scr,0.2,2,0.5,0.4,
2,680000,0.22666666666666666,1,H1,0.8,2,0.5,1.6,0
2,690000,0.23,0,Scr,0.2,2,0.5,0.4,
2,690000,0.23,1,H1,0.8,2,0.5,1.6,0
2,700000,0.23333333333333334,0,Scr,0.2,2,0.5,0.4,
2,700000,0.23333333333333334,1,H1,0.8,2,0.5,1.6,0
2,710000,0.23666666666666666,0,Scr,0.2,2,0.5,0.4,
2,710000,0.23666666666666666,1,H1,0.8,2,0.5,1.6,0
2,720000,0.24,0,Scr,0.2,2,0.5,0.4,
2,720000,0.24,1,H1,0.8,2,0.5,1.6,0
2,730000,0.24333333333333335,0,Scr,0.2,2,0.5,0.4,
2,730000,0.24333333333333335,1,H1,0.8,2,0.5,1.6,0
2,740000,0.24666666666666667,0,Scr,0.2,2,0.5,0.4,
2,740000,0.24666666666666667,1,H1,0.8,2,0.5,1.6,0
2,750000,0.25,0,Scr,0.2,2,0.5,0.4,
2,750000,0.25,1,H1,0.8,2,0.5,1.6,0
2,760000,0.25333333333333335,0,Scr,0.2,2,0.5,0.4,
2,760000,0.25333333333333335,1,H1,0.8,2,0.5,1.6,0
2,770000,0.25666666666666665,0,Scr,0.2,2,0.5,0.4,
2,770000,0.25666666666666665,1,H1,0.8,2,0.5,1.6,0
2,780000,0.26,0,Scr,0.2,2,0.5,0.4,
2,780000,0.26,1,H1,0.8,2,0.5,1.6,0
2,790000,0.2633333333333333,0,Scr,0.2,2,0.5,0.4,
2,790000,0.2633333333333333,1,H1,0.8,2,0.5,1.6,0
2,800000,0.26666666666666666,0,Scr,0.2,2,0.5,0.4,
2,800000,0.26666666666666666,1,H1,0.8,2,0.5,1.6,0
2,810000,0.27,0,Scr,0.2,2,0.5,0.4,
2,810000,0.27,1,H1,0.8,2,0.5,1.6,0
2,820000,0.2733333333333333,0,Scr,0.2,2,0.5,0.4,
2,820000,0.2733333333333333,1,H1,0.8,2,0.5,1.6,0
2,830000,0.27666666666666667,0,Scr,0.2,2,0.5,0.4,
2,830000,0.27666666666666667,1,H1,0.8,2,0.5,1.6,0
2,840000,0.28,0,Scr,0.2,2,0.5,0.4,
2,840000,0.28,1,H1,0.8,2,0.5,1.6,0
2,850000,0.2833333333333333,0,Scr,0.2,2,0.5,0.4,
2,850000,0.2833333333333333,1,H1,0.8,2,0.5,1.6,0
2,860000,0.2866666666666667,0,Scr,0.2,2,0.5,0.4,
2,860000,0.2866666666666667,1,H1,0.8,2,0.5,1.6,0
2,870000,0.29,0,Scr,0.2,2,0.5,0.4,
2,870000,0.29,1,H1,0.8,2,0.5,1.6,0
2,880000,0.29333333333333333,0,Scr,0.2,2,0.5,0.4,
2,880000,0.29333333333333333,1,H1,0.8,2,0.5,1.6,0
2,890000,0.2966666666666667,0,Scr,0.2,2,0.5,0.4,
2,890000,0.2966666666666667,1,H1,0.8,2,0.5,1.6,0
2,900000,0.3,0,Scr,0.2,2,0.5,0.4,
2,900000,0.3,1,H1,0.8,2,0.5,1.6,0
2,910000,0.30333333333333334,0,Scr,0.2,2,0.5,0.4,
2,910000,0.30333333333333334,1,H1,0.8,2,0.5,1.6,0
2,920000,0.30666666666666664,0,Scr,0.2,2,0.5,0.4,
2,920000,0.30666666666666664,1,H1,0.8,2,0.5,1.6,0
2,930000,0.31,0,Scr,0.2,2,0.5,0.4,
2,930000,0.31,1,H1,0.8,2,0.5,1.6,0
2,940000,0.31333333333333335,0,Scr,0.2,2,0.5,0.4,
2,940000,0.31333333333333335,1,H1,0.8,2,0.5,1.6,0
2,950000,0.31666666666666665,0,Scr,0.2,2,0.5,0.4,
2,950000,0.31666666666666665,1,H1,0.8,2,0.5,1.6,0
2,960000,0.32,0,Scr,0.2,2,0.5,0.4,
2,960000,0.32,1,H1,0.8,2,0.5,1.6,0
2,970000,0.3233333333333333,0,Scr,0.2,2,0.5,0.4,
2,970000,0.3233333333333333,1,H1,0.8,2,0.5,1.6,0
2,980000,0.32666666666666666,0,Scr,0.2,2,0.5,0.4,
2,980000,0.32666666666666666,1,H1,0.8,2,0.5,1.6,0
2,990000,0.33,0,Scr,0.2,2,0.5,0.4,
2,990000,0.33,1,H1,0.8,2,0.5,1.6,0
2,1000000,0.3333333333333333,0,Scr,0.2,2,0.5,0.4,
2,1000000,0.3333333333333333,1,H1,0.8,2,0.5,1.6,0
2,1010000,0.33666666666666667,0,Scr,0.2,2,0.5,0.4,
2,1010000,0.33666666666666667,1,H1,0.8,2,0.5,1.6,0
2,1020000,0.34,0,Scr,0.2,2,0.5,0.4,
2,1020000,0.34,1,H1,0.8,2,0.5,1.6,0
2,1030000,0.3433333333333333,0,Scr,0.2,2,0.5,0.4,
2,1030000,0.3433333333333333,1,H1,0.8,2,0.5,1.6,0
2,1040000,0.3466666666666667,0,Scr,0.2,2,0.5,0.4,
2,1040000,0.3466666666666667,1,H1,0.8,2,0.5,1.6,0
2,1050000,0.35,0,Scr,0.2,2,0.5,0.4,
2,1050000,0.35,1,H1,0.8,2,0.5,1.6,0
2,1060000,0.35333333333333333,0,Scr,0.2,2,0.5,0.4,
2,1060000,0.35333333333333333,1,H1,0.8,2,0.5,1.6,0
2,1070000,0.3566666666666667,0,Scr,0.2,2,0.5,0.4,
2,1070000,0.3566666666666667,1,H1,0.8,2,0.5,1.6,0
2,1080000,0.36,0,Scr,0.2,2,0.5,0.4,
2,1080000,0.36,1,H1,0.8,2,0.5,1.6,0
2,1090000,0.36333333333333334,0,Scr,0.2,2,0.5,0.4,
2,1090000,0.36333333333333334,1,H1,0.8,2,0.5,1.6,0
2,1100000,0.36666666666666664,0,Scr,0.2,2,0.5,0.4,
2,1100000,0.36666666666666664,1,H1,0.8,2,0.5,1.6,0
2,1110000,0.37,0,Scr,0.2,2,0.5,0.4,
2,1110000,0.37,1,H1,0.8,2,0.5,1.6,0
2,1120000,0.37333333333333335,0,Scr,0.2,2,0.5,0.4,
2,1120000,0.37333333333333335,1,H1,0.8,2,0.5,1.6,0
2,1130000,0.37666666666666665,0,Scr,0.2,2,0.5,0.4,
2,1130000,0.37666666666666665,1,H1,0.8,2,0.5,1.6,0
2,1140000,0.38,0,Scr,0.2,2,0.5,0.4,
2,1140000,0.38,1,H1,0.8,2,0.5,1.6,0
2,1150000,0.38333333333333336,0,Scr,0.2,2,0.5,0.4,
2,1150000,0.38333333333333336,1,H1,0.8,2,0.5,1.6,0
2,1160000,0.38666666666666666,0,Scr,0.2,2,0.5,0.4,
2,1160000,0.38666666666666666,1,H1,0.8,2,0.5,1.6,0
2,1170000,0.39,0,Scr,0.2,2,0.5,0.4,
2,1170000,0.39,1,H1,0.8,2,0.5,1.6,0
2,1180000,0.3933333333333333,0,Scr,0.2,2,0.5,0.4,
2,1180000,0.3933333333333333,1,H1,0.8,2,0.5,1.6,0
2,1190000,0.39666666666666667,0,Scr,0.2,2,0.5,0.4,
2,1190000,0.39666666666666667,1,H1,0.8,2,0.5,1.6,0
2,1200000,0.4,0,Scr,0.2,2,0.5,0.4,
2,1200000,0.4,1,H1,0.8,2,0.5,1.6,0
2,1210000,0.4033333333333333,0,Scr,0.2,2,0.5,0.4,
2,1210000,0.4033333333333333,1,H1,0.8,2,0.5,1.6,0
2,1220000,0.4066666666666667,0,Scr,0.2,2,0.5,0.4,
2,1220000,0.4066666666666667,1,H1,0.8,2,0.5,1.6,0
2,1230000,0.41,0,Scr,0.2,2,0.5,0.4,
2,1230000,0.41,1,H1,0.8,2,0.5,1.6,0
2,1240000,0.41333333333333333,0,Scr,0.2,2,0.5,0.4,
2,1240000,0.41333333333333333,1,H1,0.8,2,0.5,1.6,0
2,1250000,0.4166666666666667,0,Scr,0.2,2,0.5,0.4,
2,1250000,0.4166666666666667,1,H1,0.8,2,0.5,1.6,0
2,1260000,0.42,0,Scr,0.2,2,0.5,0.4,
2,1260000,0.42,1,H1,0.8,2,0.5,1.6,0
2,1270000,0.42333333333333334,0,Scr,0.2,2,0.5,0.4,
2,1270000,0.42333333333333334,1,H1,0.8,2,0.5,1.6,0
2,1280000,0.4266666666666667,0,Scr,0.2,2,0.5,0.4,
2,1280000,0.4266666666666667,1,H1,0.8,2,0.5,1.6,0
2,1290000,0.43,0,Scr,0.2,2,0.5,0.4,
2,1290000,0.43,1,H1,0.8,2,0.5,1.6,0
2,1300000,0.43333333333333335,0,Scr,0.2,2,0.5,0.4,
2,1300000,0.43333333333333335,1,H1,0.8,2,0.5,1.6,0
2,1310000,0.43666666666666665,0,Scr,0.2,2,0.5,0.4,
2,1310000,0.43666666666666665,1,H1,0.8,2,0.5,1.6,0
2,1320000,0.44,0,Scr,0.2,2,0.5,0.4,
2,1320000,0.44,1,H1,0.8,2,0.5,1.6,0
2,1330000,0.44333333333333336,0,Scr,0.2,2,0.5,0.4,
2,1330000,0.44333333333333336,1,H1,0.8,2,0.5,1.6,0
2,1340000,0.44666666666666666,0,Scr,0.2,2,0.5,0.4,
2,1340000,0.44666666666666666,1,H1,0.8,2,0.5,1.6,0
2,1350000,0.45,0,Scr,0.2,2,0.5,0.4,
2,1350000,0.45,1,H1,0.8,2,0.5,1.6,0
2,1360000,0.4533333333333333,0,Scr,0.2,2,0.5,0.4,
2,1360000,0.4533333333333333,1,H1,0.8,2,0.5,1.6,0
2,1370000,0.45666666666666667,0,Scr,0.2,2,0.5,0.4,
2,1370000,0.45666666666666667,1,H1,0.8,2,0.5,1.6,0
2,1380000,0.46,0,Scr,0.2,2,0.5,0.4,
2,1380000,0.46,1,H1,0.8,2,0.5,1.6,0
2,1390000,0.4633333333333333,0,Scr,0.2,2,0.5,0.4,
2,1390000,0.4633333333333333,1,H1,0.8,2,0.5,1.6,0
2,1400000,0.4666666666666667,0,Scr,0.2,2,0.5,0.4,
2,1400000,0.4666666666666667,1,H1,0.8,2,0.5,1.6,0
2,1410000,0.47,0,Scr,0.2,2,0.5,0.4,
2,1410000,0.47,1,H1,0.8,2,0.5,1.6,0
2,1420000,0.47333333333333333,0,Scr,0.2,2,0.5,0.4,
2,1420000,0.47333333333333333,1,H1,0.8,2,0.5,1.6,0
2,1430000,0.4766666666666667,0,Scr,0.2,2,0.5,0.4,
2,1430000,0.4766666666666667,1,H1,0.8,2,0.5,1.6,0
2,1440000,0.48,0,Scr,0.2,2,0.5,0.4,
2,1440000,0.48,1,H1,0.8,2,0.5,1.6,0
2,1450000,0.48333333333333334,0,Scr,0.2,2,0.5,0.4,
2,1450000,0.48333333333333334,1,H1,0.8,2,0.5,1.6,0
2,1460000,0.4866666666666667,0,Scr,0.2,2,0.5,0.4,
2,1460000,0.4866666666666667,1,H1,0.8,2,0.5,1.6,0
2,1470000,0.49,0,Scr,0.2,2,0.5,0.4,
2,1470000,0.49,1,H1,0.8,2,0.5,1.6,0
2,1480000,0.49333333333333335,0,Scr,0.2,2,0.5,0.4,
2,1480000,0.49333333333333335,1,H1,0.8,2,0.5,1.6,0
2,1490000,0.49666666666666665,0,Scr,0.2,2,0.5,0.4,
2,1490000,0.49666666666666665,1,H1,0.8,2,0.5,1.6,0
2,1500000,0.5,0,Scr,0.2,2,0.5,0.4,
2,1500000,0.5,1,H1,0.8,2,0.5,1.6,0
2,1510000,0.5033333333333333,0,Scr,0.2,2,0.5,0.4,
2,1510000,0.5033333333333333,1,H1,0.8,2,0.5,1.6,0
2,1520000,0.5066666666666667,0,Scr,0.2,2,0.5,0.4,
2,1520000,0.5066666666666667,1,H1,0.8,2,0.5,1.6,0
2,1530000,0.51,0,Scr,0.2,2,0.5,0.4,
2,1530000,0.51,1,H1,0.8,2,0.5,1.6,0
2,1540000,0.5133333333333333,0,Scr,0.2,2,0.5,0.4,
2,1540000,0.5133333333333333,1,H1,0.8,2,0.5,1.6,0
2,1550000,0.5166666666666667,0,Scr,0.2,2,0.5,0.4,
2,1550000,0.5166666666666667,1,H1,0.8,2,0.5,1.6,0
2,1560000,0.52,0,Scr,0.2,2,0.5,0.4,
2,1560000,0.52,1,H1,0.8,2,0.5,1.6,0
2,1570000,0.5233333333333333,0,Scr,0.2,2,0.5,0.4,
2,1570000,0.5233333333333333,1,H1,0.8,2,0.5,1.6,0
2,1580000,0.5266666666666666,0,Scr,0.2,2,0.5,0.4,
2,1580000,0.5266666666666666,1,H1,0.8,2,0.5,1.6,0
2,1590000,0.53,0,Scr,0.2,2,0.5,0.4,
2,1590000,0.53,1,H1,0.8,2,0.5,1.6,0
2,1600000,0.5333333333333333,0,Scr,0.2,2,0.5,0.4,
2,1600000,0.5333333333333333,1,H1,0.8,2,0.5,1.6,0
2,1610000,0.5366666666666666,0,Scr,0.2,2,0.5,0.4,
2,1610000,0.5366666666666666,1,H1,0.8,2,0.5,1.6,0
2,1620000,0.54,0,Scr,0.2,2,0.5,0.4,
2,1620000,0.54,1,H1,0.8,2,0.5,1.6,0
2,1630000,0.5433333333333333,0,Scr,0.2,2,0.5,0.4,
2,1630000,0.5433333333333333,1,H1,0.8,2,0.5,1.6,0
2,1640000,0.5466666666666666,0,Scr,0.2,2,0.5,0.4,
2,1640000,0.5466666666666666,1,H1,0.8,2,0.5,1.6,0
2,1650000,0.55,0,Scr,0.2,2,0.5,0.4,
2,1650000,0.55,1,H1,0.8,2,0.5,1.6,0
2,1660000,0.5533333333333333,0,Scr,0.2,2,0.5,0.4,
2,1660000,0.5533333333333333,1,H1,0.8,2,0.5,1.6,0
2,1670000,0.5566666666666666,0,Scr,0.2,2,0.5,0.4,
2,1670000,0.5566666666666666,1,H1,0.8,2,0.5,1.6,0
2,1680000,0.56,0,Scr,0.2,2,0.5,0.4,
2,1680000,0.56,1,H1,0.8,2,0.5,1.6,0
2,1690000,0.5633333333333334,0,Scr,0.2,2,0.5,0.4,
2,1690000,0.5633333333333334,1,H1,0.8,2,0.5,1.6,0
2,1700000,0.5666666666666667,0,Scr,0.2,2,0.5,0.4,
2,1700000,0.5666666666666667,1,H1,0.8,2,0.5,1.6,0
2,1710000,0.57,0,Scr,0.2,2,0.5,0.4,
2,1710000,0.57,1,H1,0.8,2,0.5,1.6,0
2,1720000,0.5733333333333334,0,Scr,0.2,2,0.5,0.4,
2,1720000,0.5733333333333334,1,H1,0.8,2,0.5,1.6,0
2,1730000,0.5766666666666667,0,Scr,0.2,2,0.5,0.4,
2,1730000,0.5766666666666667,1,H1,0.8,2,0.5,1.6,0
2,1740000,0.58,0,Scr,0.2,2,0.5,0.4,
2,1740000,0.58,1,H1,0.8,2,0.5,1.6,0
2,1750000,0.5833333333333334,0,Scr,0.2,2,0.5,0.4,
2,1750000,0.5833333333333334,1,H1,0.8,2,0.5,1.6,0
2,1760000,0.5866666666666667,0,Scr,0.2,2,0.5,0.4,
2,1760000,0.5866666666666667,1,H1,0.8,2,0.5,1.6,0
2,1770000,0.59,0,Scr,0.2,2,0.5,0.4,
2,1770000,0.59,1,H1,0.8,2,0.5,1.6,0
2,1780000,0.5933333333333334,0,Scr,0.2,2,0.5,0.4,
2,1780000,0.5933333333333334,1,H1,0.8,2,0.5,1.6,0
2,1790000,0.5966666666666667,0,Scr,0.2,2,0.5,0.4,
2,1790000,0.5966666666666667,1,H1,0.8,2,0.5,1.6,0
2,1800000,0.6,0,Scr,0.2,2,0.5,0.4,
2,1800000,0.6,1,H1,0.8,2,0.5,1.6,0
2,1810000,0.6033333333333334,0,Scr,0.2,2,0.5,0.4,
2,1810000,0.6033333333333334,1,H1,0.8,2,0.5,1.6,0
2,1820000,0.6066666666666667,0,Scr,0.2,2,0.5,0.4,
2,1820000,0.6066666666666667,1,H1,0.8,2,0.5,1.6,0
2,1830000,0.61,0,Scr,0.2,2,0.5,0.4,
2,1830000,0.61,1,H1,0.8,2,0.5,1.6,0
2,1840000,0.6133333333333333,0,Scr,0.2,2,0.5,0.4,
2,1840000,0.6133333333333333,1,H1,0.8,2,0.5,1.6,0
2,1850000,0.6166666666666667,0,Scr,0.2,2,0.5,0.4,
2,1850000,0.6166666666666667,1,H1,0.8,2,0.5,1.6,0
2,1860000,0.62,0,Scr,0.2,2,0.5,0.4,
2,1860000,0.62,1,H1,0.8,2,0.5,1.6,0
2,1870000,0.6233333333333333,0,Scr,0.2,2,0.5,0.4,
2,1870000,0.6233333333333333,1,H1,0.8,2,0.5,1.6,0
2,1880000,0.6266666666666667,0,Scr,0.2,2,0.5,0.4,
2,1880000,0.6266666666666667,1,H1,0.8,2,0.5,1.6,0
2,1890000,0.63,0,Scr,0.2,2,0.5,0.4,
2,1890000,0.63,1,H1,0.8,2,0.5,1.6,0
2,1900000,0.6333333333333333,0,Scr,0.2,2,0.5,0.4,
2,1900000,0.6333333333333333,1,H1,0.8,2,0.5,1.6,0
2,1910000,0.6366666666666667,0,Scr,0.2,2,0.5,0.4,
2,1910000,0.6366666666666667,1,H1,0.8,2,0.5,1.6,0
2,1920000,0.64,0,Scr,0.2,2,0.5,0.4,
2,1920000,0.64,1,H1,0.8,2,0.5,1.6,0
2,1930000,0.6433333333333333,0,Scr,0.2,2,0.5,0.4,
2,1930000,0.6433333333333333,1,H1,0.8,2,0.5,1.6,0
2,1940000,0.6466666666666666,0,Scr,0.2,2,0.5,0.4,
2,1940000,0.6466666666666666,1,H1,0.8,2,0.5,1.6,0
2,1950000,0.65,0,Scr,0.2,2,0.5,0.4,
2,1950000,0.65,1,H1,0.8,2,0.5,1.6,0
2,1960000,0.6533333333333333,0,Scr,0.2,2,0.5,0.4,
2,1960000,0.6533333333333333,1,H1,0.8,2,0.5,1.6,0
2,1970000,0.6566666666666666,0,Scr,0.2,2,0.5,0.4,
2,1970000,0.6566666666666666,1,H1,0.8,2,0.5,1.6,0
2,1980000,0.66,0,Scr,0.2,2,0.5,0.4,
2,1980000,0.66,1,H1,0.8,2,0.5,1.6,0
2,1990000,0.6633333333333333,0,Scr,0.2,2,0.5,0.4,
2,1990000,0.6633333333333333,1,H1,0.8,2,0.5,1.6,0
2,2000000,0.6666666666666666,0,Scr,0.2,2,0.5,0.4,
2,2000000,0.6666666666666666,1,H1,0.8,2,0.5,1.6,0
2,2010000,0.67,0,Scr,0.2,2,0.5,0.4,
2,2010000,0.67,1,H1,0.8,2,0.5,1.6,0
2,2020000,0.6733333333333333,0,Scr,0.2,2,0.5,0.4,
2,2020000,0.6733333333333333,1,H1,0.8,2,0.5,1.6,0
2,2030000,0.6766666666666666,0,Scr,0.2,2,0.5,0.4,
2,2030000,0.6766666666666666,1,H1,0.8,2,0.5,1.6,0
2,2040000,0.68,0,Scr,0.2,2,0.5,0.4,
2,2040000,0.68,1,H1,0.8,2,0.5,1.6,0
2,2050000,0.6833333333333333,0,Scr,0.2,2,0.5,0.4,
2,2050000,0.6833333333333333,1,H1,0.8,2,0.5,1.6,0
